customer_id;title;fname;lname;addressline;town;zipcode;phone
810;Mme;Roux;Caroline;1st Street;POYNOR;903;0544772
811;M.;Martin;Jean-Pierre;North Street;NORTH BAY;315;7506525
812;Mme;Simon;Genevieve;Poplar Street;GORDON;912;1230935
813;M.;Roux;Jean-Pierre;7th Street;MARBLEHEAD;781;2736773
814;M.;Lefebvre;Christian;Pine Street;THACKER;304;3294141
815;M.;Michel;Robert;Park Street;WAYCROSS;912;2576497
816;M.;Durand;Christian;Washington Street;GARRETTSVILLE;330;0914007
817;M.;André;Julien;Woodland Street;GLENELG;410;8692318
818;M.;Fournier;Guy;Smith Street;HARTVILLE;307;1345632
819;Mme;Bernard;Corinne;Johnson Street;PEACH ORCHARD;870;7499269
820;Mme;Vincent;Cecile;Franklin Street;HEFLIN;256;7724379
821;Mme;Vincent;Isabelle;Center Street;GAMBRILLS;410;8936544
822;M.;Garcia;Thierry;Pine Street;PAOLI;405;2546511
823;M.;Laurent;Paul;Fifth Street;ROUGEMONT;919;7962779
824;M.;Thomas;Marcel;2nd Street;PINE BANK;724;4536655
825;M.;Durand;Eric;Ridge Street;RICES LANDING;724;7347394
826;M.;Moreau;Joseph;Railroad Street;DYER;702;6999188
827;M.;Durand;Francois;Highland Street;BIG BEND NATIONAL PARK;915;8143602
828;Mme;Lefebvre;Jeannine;Mill Street;FOUNTAIN;507;0402862
829;M.;Richard;Dominique;4th Street;WESTPORT;901;3993873
830;Mme;Petit;Nicole;Fourth Street;WILMOT;603;3512034
831;Mme;Bernard;Catherine;Forest Street;MACEDONIA;618;6436121
832;M.;André;Frederic;Cherry Street;CANAAN;812;3660888
833;M.;Thomas;Pierre;3rd Street;ALEKNAGIK;907;6709785
834;Mme;Durand;Florence;Washington Street;NEW CUMBERLAND;717;3054458
835;M.;Durand;Yves;Oak Street;BURLINGTON;606;6653507
836;M.;Michel;Bernard;North Street;HILLSBORO;937;7703819
837;Mme;Girard;Martine;Green Street;NORA SPRINGS;515;4754524
838;Mme;Girard;Monique;3rd Street;FORT RECOVERY;419;3984374
839;Mme;Durand;Catherine;Maple Street;COOK;218;5262560
840;Mme;Bernard;Martine;Pine Street;BLANCH;336;4156965
841;M.;Dubois;Guy;River Street;GOODMAN;417;7122922
842;M.;Simon;Gerard;Sycamore Street;OCALA;352;7242698
843;Mme;Bernard;Claire;2nd Street;SURPRISE;518;2943575
844;M.;Martin;Guy;College Street;SKIATOOK;918;0318238
845;Mme;Thomas;Elodie;Pine Street;ROYAL;402;4659105
846;Mme;Martin;Elisabeth;Cherry Street;IOWA CITY;319;2167107
847;Mme;Laurent;Christelle;Lincoln Street;LAKE CITY;904;7333216
848;M.;Robert;Francois;Franklin Street;LEQUIRE;918;0746202
849;Mme;Thomas;Chantal;5th Street;OAKLAND;510;7147402
850;Mme;Simon;Renee;Church Street;DOVER;813;3984895
851;Mme;Richard;Francoise;Meadow Street;COULEE CITY;509;0170120
852;Mme;Laurent;Marie;Lakeview Street;QUINCY;717;7542340
853;Mme;Moreau;Helene;2nd Street;PLAINVILLE;217;6519499
854;M.;Garcia;Nicolas;Center Street;FORT WAYNE;219;2946354
855;Mme;Moreau;Brigitte;Willow Street;MC CLAVE;719;1858386
856;M.;Bernard;Franck;Lee Street;BRIGHAM CITY;435;2457268
857;Mme;Robert;Francoise;Locust Street;BRASSTOWN;828;8571336
858;Mme;Richard;Francoise;River Street;TITUS;334;3499334
859;M.;Robert;Guillaume;Cedar Street;RIVERSIDE;401;9849782
860;M.;Bernard;Serge;Chestnut Street;TOMPKINSVILLE;502;2193561
861;Mme;Vincent;Paulette;Lakeview Street;CURDSVILLE;502;1398084
862;M.;Girard;Jerome;3rd Street;BANCROFT;515;3162939
863;Mme;Garcia;Dominique;Madison Street;GAMBRILLS;410;0206836
864;Mme;Laurent;Francoise;Chestnut Street;NICOLLET;507;1233999
865;Mme;Moreau;Celine;Franklin Street;JEFFERSON;515;5324820
866;M.;Mercier;Jerome;Railroad Street;SAINT CHARLES;502;4311937
867;M.;Lefebvre;Patrick;Cherry Street;CROUSE;704;6207269
868;M.;Moreau;Marc;2nd Street;HARROLD;605;1920214
869;Mme;Robert;Marie;Fifth Street;KENSAL;701;0547747
870;Mme;Lefebvre;Bernadette;Third Street;WILLARD;406;1882707
871;Mme;Leroy;Audrey;Chestnut Street;GUYS;901;9246352
872;M.;Richard;Henri;Adams Street;ENDERS;308;5001344
873;Mme;Morel;Laurence;Cherry Street;ROCKVILLE;401;4031397
874;M.;Girard;Franck;Walnut Street;HAMPTON;502;0941973
875;M.;André;Claude;Lincoln Street;REIDSVILLE;912;8432337
876;Mme;Garcia;Annie;Spruce Street;MAURERTOWN;540;8389536
877;Mme;Petit;Josette;River Street;YOUNG AMERICA;219;7589489
878;M.;Bertrand;Thomas;Park Street;DANSVILLE;716;4994940
879;M.;Bertrand;Christian;Elm Street;CLAY SPRINGS;520;5768156
880;Mme;Fournier;Brigitte;Lee Street;SPELTER;304;9375337
881;Mme;Michel;Julie;Pine Street;GRAMBLING;318;8446683
882;M.;Girard;Jerome;Sycamore Street;ROYAL;217;1815029
883;M.;Michel;Yves;Park Street;HEYBURN;208;4626979
884;Mme;Lefèvre;Jeanne;1st Street;ROCHEPORT;573;6747302
885;Mme;Martin;Jeanne;View Street;TEMPE;602;8420976
886;M.;Lefèvre;Sebastien;Pine Street;BLOOMFIELD;515;6170117
887;Mme;Mercier;Andree;Valley Street;MELROSE PARK;708;6557473
888;M.;Robert;Francois;Chestnut Street;THREE OAKS;616;2757174
889;Mme;Michel;Christine;1st Street;NORTH GEORGETOWN;330;6029114
890;M.;David;Marcel;Railroad Street;GRUVER;806;4184424
891;Mme;Robert;Marcelle;View Street;QUICKSBURG;540;5848883
892;Mme;Roux;Chantal;Church Street;RAVIA;580;0274294
893;Mme;David;Renee;Fourth Street;COMBS;501;7804663
894;M.;Moreau;Serge;Seventh Street;HEPHZIBAH;706;5173314
895;M.;Michel;Alexandre;Oak Street;WEST SWANZEY;603;9648889
896;M.;Bernard;Philippe;Pine Street;PINEVILLE;843;5909358
897;Mme;Petit;Christelle;10th Street;BRIDGEPORT;618;9297640
898;Mme;Garcia;Martine;West Street;CLAREMONT;605;1133720
899;Mme;Vincent;Odette;Maple Street;DENISON;903;5224900
900;M.;Martin;Marc;Poplar Street;MYRTLE BEACH;843;4715533
901;M.;Garcia;Jean;Park Street;TONEY;256;1373547
902;Mme;Martin;Bernadette;1st Street;RIVERDALE;517;6373051
903;M.;Moreau;Thierry;5th Street;PURSGLOVE;304;8148049
904;Mme;Roux;Jeanne;Park Street;LOYALL;606;5713835
905;M.;Michel;Daniel;Main Street;WOLF LAKE;618;6327638
906;M.;Roux;Alexandre;Hickory Street;PAINTER;757;1145426
907;Mme;Morel;Emilie;Locust Street;ELWELL;517;1959581
908;M.;Durand;Thomas;Elm Street;DUNLAP;423;8057312
909;M.;Moreau;Bernard;River Street;ALLEN;606;9099942
910;M.;David;Maurice;15th Street;SOUDERTON;215;3397472
911;Mme;Robert;Florence;Madison Street;MANKATO;507;4027693
912;Mme;Robert;Josette;9th Street;GLEN ECHO;301;7271853
913;Mme;André;Martine;Third Street;WALLOWA;541;5159228
914;M.;Dubois;Guillaume;Main Street;BLAWENBURG;609;2037900
915;Mme;Lefèvre;Julie;Locust Street;WERNERSVILLE;610;2079823
916;M.;Thomas;Yves;Willow Street;WESTMINSTER;864;1105915
917;Mme;Martin;Marcelle;2nd Street;MARLBOROUGH;508;5350620
918;Mme;Simon;Chantal;Sixth Street;INDIAN VALLEY;540;8657754
919;Mme;Robert;Danielle;Jackson Street;WILMINGTON;978;5145881
920;M.;Bernard;Jean-Pierre;Third Street;LUCAS;502;7844542
921;M.;Bernard;Franck;Fourth Street;GRANITE FALLS;828;6292021
922;Mme;Lefebvre;Marie;Meadow Street;DEER CREEK;580;5411712
923;M.;Fournier;Alexandre;Adams Street;HOWARD;605;8035732
924;Mme;Moreau;Josette;11th Street;IGO;530;4976789
925;Mme;Moreau;Danielle;Cedar Street;PINE BEACH;732;6765585
926;Mme;Simon;Denise;Jackson Street;MILLTOWN;406;8798436
927;M.;André;Jean-Pierre;Mill Street;PORT CHESTER;914;7334014
928;Mme;Vincent;Brigitte;Center Street;TESCOTT;785;6040363
929;M.;Petit;Jacques;Smith Street;NEWTON UPPER FALLS;617;9725269
930;M.;Vincent;Robert;Adams Street;DURHAM;580;5488357
931;M.;Richard;Christophe;1st Street;DURANGO;319;3384649
932;M.;Fournier;Francois;Taylor Street;MACKSBURG;515;4820707
933;Mme;Moreau;Claire;Maple Street;PEETZ;970;2897982
934;Mme;Martin;Elodie;Pine Street;GRANT;616;2192156
935;M.;Laurent;Daniel;Center Street;LOWLAND;252;0032415
936;M.;Robert;George;River Street;FALCON;606;1184125
937;Mme;Leroy;Catherine;Johnson Street;EAST SPENCER;704;4914764
938;M.;Richard;Philippe;Franklin Street;AVINGER;903;5621131
939;M.;Martin;Sebastien;11th Street;WYANET;815;8930464
940;M.;Durand;Jerome;Seventh Street;WAMPSVILLE;315;9341624
941;M.;Durand;Jean;Forest Street;MARIETTA;601;5196566
942;M.;Simon;Marcel;Taylor Street;WATTSBURG;814;9525007
943;Mme;Lefèvre;Claire;College Street;DREXEL HILL;610;5319274
944;M.;Martin;Daniel;Cherry Street;ABERDEEN;502;6826366
945;Mme;Lefèvre;Claudine;7th Street;CAMDEN;207;1948338
946;Mme;Martin;Jeanne;Pine Street;HENDERSON;252;4005968
947;Mme;Laurent;Christelle;Main Street;TOWNVILLE;864;9603625
948;M.;Vincent;Dominique;Highland Street;WHITE RIVER JUNCTION;802;4500700
949;M.;Richard;Christian;Maple Street;GLEN MORGAN;304;2300853
950;M.;Martin;Henri;West Street;AGUADILLA;787;7476627
951;Mme;Leroy;Denise;West Street;AROMAS;831;8119546
952;M.;Leroy;Serge;Central Street;STRAWBERRY PLAINS;423;2195357
953;Mme;Laurent;Jeannine;Ridge Street;CASTORLAND;315;5364335
954;M.;Durand;Dominique;5th Street;EAST OTTO;716;9378675
955;M.;Richard;Roger;Cedar Street;GREENFIELD;937;6243493
956;Mme;Morel;Josette;Cherry Street;TRIMONT;507;0396961
957;M.;Vincent;Vincent;Thirteenth Street;COWLESVILLE;716;1161387
958;Mme;Bernard;Elisabeth;Spring Street;NEWARK;815;1536137
959;Mme;Girard;Francoise;Walnut Street;OSMOND;402;8045157
960;Mme;Durand;Julie;2nd Street;HUSTLER;608;6520904
961;Mme;Bertrand;Laetitia;5th Street;CHIMNEY ROCK;828;0757246
962;Mme;Martin;Catherine;Hill Street;PALO VERDE;602;1519230
963;Mme;Lefèvre;Francoise;Park Street;NINOLE;808;4740520
964;M.;Laurent;Jean;Green Street;SAINT PETERS;314;6117898
965;M.;Moreau;Franck;1st Street;ORTING;360;1608712
966;M.;Robert;Robert;Fifth Street;KAUNEONGA LAKE;914;1067693
967;Mme;Richard;Florence;Railroad Street;MOUNT HOLLY;870;1465810
968;Mme;Dubois;Elodie;South Street;FORT BRIDGER;307;3970971
969;M.;David;Jerome;Elm Street;DENVER;660;3954699
970;Mme;Lefèvre;Cecile;Oak Street;BOLINGBROKE;912;6676084
971;M.;Martin;Pascal;Smith Street;PAWTUCKET;401;6088341
972;Mme;David;Christine;Jackson Street;TRELOAR;314;6317939
973;Mme;Girard;Denise;12th Street;BELTON;816;9197815
974;Mme;Martin;Elisabeth;Spring Street;VASS;910;9768491
975;M.;Roux;Christian;East Street;MERIDIAN;315;5136175
976;M.;Martin;Daniel;14th Street;MELBA;208;8274884
977;M.;Richard;Nicolas;5th Street;OPELIKA;334;7495573
978;M.;Moreau;Pascal;Elm Street;PARTRIDGE;606;2247228
979;M.;Mercier;Francois;Park Street;MELLETTE;605;9002348
980;M.;Dubois;Jerome;Lake Street;CHANNAHON;815;4668997
981;M.;Martin;Claude;Tenth Street;OWINGS;301;8652817
982;Mme;André;Margeuerite;Green Street;CRANBERRY LAKE;315;7089029
983;Mme;Thomas;Odette;Park Street;EMMITSBURG;301;5460026
984;M.;Girard;Bernard;Fourth Street;OAK RIDGE;814;7343462
985;M.;Richard;Alexandre;River Street;GOFFSTOWN;603;3581583
986;M.;Morel;Jean;Fifth Street;CLEVELAND;816;8374237
987;M.;Thomas;Christophe;Park Street;CENTER HARBOR;603;0163250
988;Mme;Robert;Margeuerite;Jefferson Street;SAXAPAHAW;336;7701263
989;Mme;Martin;Margeuerite;West Street;HENDERSON;252;6502896
990;Mme;Martin;Emilie;11th Street;ATLAS;810;9562346
991;M.;Dubois;Patrick;Hickory Street;PARIS;901;9378351
992;M.;Durand;Gerard;Center Street;ESSEX JUNCTION;802;1300952
993;M.;Durand;Christophe;Highland Street;BARBERVILLE;904;9976305
994;Mme;Durand;Isabelle;5th Street;WHITE PINE;906;2146968
995;Mme;Michel;Corinne;2nd Street;DUNCANVILLE;972;5547830
996;Mme;Robert;Christine;Eighth Street;YOUNGSVILLE;914;2986447
997;M.;Robert;Frederic;Hickory Street;PINEVIEW;912;4042285
998;M.;Richard;Marcel;Washington Street;WILSONVILLE;308;2254186
999;M.;Durand;Philippe;Pine Street;WASHINGTON;812;5320501
1000;M.;Moreau;Philippe;12th Street;PUKWANA;605;3400320
